id;message;association_to_offender;time;case_total_reports;allied_report_count;enemy_report_count;most_common_report_reason;chatlog_id;champion_name;label
11494;:D;ally;00:20:28;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11495;QQ;enemy;00:20:30;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11496;kill secure;enemy;00:20:32;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11497;my red tho;enemy;00:20:33;7.0;2.0;1.0;Verbal Abuse;101.0;Lee Sin;0
11498;sry man;offender;00:21:05;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11499;i have my e and shit;offender;00:21:13;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11500;you got away  well;ally;00:21:21;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11501;and this jungler is shit anyways;offender;00:21:26;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;1
11502;i was deadbeat there;ally;00:21:26;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11503;look at our jungler;offender;00:21:34;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11504;pushing bot;offender;00:21:36;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11505;gg;offender;00:21:37;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11506;hes bous;ally;00:21:41;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11507;complaining about karma hu is carring;ally;00:21:50;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11508;hahaha;offender;00:22:01;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11509;That focus;ally;00:22:37;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11510;5 man on me;ally;00:22:42;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11511;rene;ally;00:23:27;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11512;damn;offender;00:23:29;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11513;nearly;ally;00:23:31;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11514;gg renek;ally;00:23:32;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11515;its a tight match;offender;00:24:20;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11516;ye i need to stop dieing;ally;00:24:30;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11517;heal?;enemy;00:24:51;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11518;-.-;enemy;00:24:53;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11519;oimffgggggg;enemy;00:25:13;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11520;yoiu;enemy;00:25:14;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11521;syckj;enemy;00:25:14;7;2;1;Verbal Abuse;101;Yasuo;2
11522;suck;enemy;00:25:15;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;1
11523;wrong way lol;ally;00:25:16;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11524;harder;enemy;00:25:17;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11525;then;enemy;00:25:18;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11526;kim kardashian;enemy;00:25:22;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11527;srsly;enemy;00:25:23;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11528;i know i know;enemy;00:25:26;7.0;2.0;1.0;Verbal Abuse;101.0;Nidalee;0
11529;push mid;offender;00:26:02;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11530;please;offender;00:26:03;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11531;i'm pushin top;offender;00:26:07;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11532;15 sec;ally;00:27:01;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11533;5;ally;00:27:11;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11534;Ty fir diving &lt;;;;;;;;;0
11535;ty for sucking D;enemy;00:27:59;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;1
11536;&lt;;;;;;;;;2
11537;ji9nx care;ally;00:30:01;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11538;j4 wtf;offender;00:30:13;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11539;you doingat bot;offender;00:30:15;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11540;wtf;offender;00:30:19;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11541;fall back;ally;00:30:35;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11542;drag and jungle;ally;00:30:38;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11543;gj;offender;00:32:23;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11544;ty;ally;00:32:26;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11545;all mid;offender;00:33:08;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11546;GJ;enemy;00:34:50;7.0;2.0;1.0;Verbal Abuse;101.0;Lee Sin;0
11547;omg renek;ally;00:35:39;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11548;why u stunned yasuo?;ally;00:35:45;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11549;why you dead bro?;offender;00:35:53;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11550;whatsup?;offender;00:35:55;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11551;why don't you shut up;ally;00:35:56;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;1
11552;you suck balls;ally;00:36:00;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;1
11553;LOL;ally;00:36:01;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11554;come;ally;00:36:46;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11555;this jarvan always pushing lanes and complainin;offender;00:36:50;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11556;On ur face?;enemy;00:36:51;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11557;lol;enemy;00:36:56;7.0;2.0;1.0;Verbal Abuse;101.0;Jinx;0
11558;mao;enemy;00:37:05;7.0;2.0;1.0;Verbal Abuse;101.0;Nidalee;0
11559;me;ally;00:39:22;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11560;again ffs jarvan!;offender;00:40:09;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;1
11561;shut up lol;ally;00:40:19;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;1
11562;ur too annoying;ally;00:40:23;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;1
11563;that champ;ally;00:41:08;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11564;is stupid;ally;00:41:09;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11565;jinx;enemy;00:41:18;7.0;2.0;1.0;Verbal Abuse;101.0;Tryndamere;0
11566;r u melee ?;enemy;00:41:22;7.0;2.0;1.0;Verbal Abuse;101.0;Tryndamere;0
11567;tankiness prevails;ally;00:41:24;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11568;i got caught in jarvan's ult;enemy;00:41:30;7.0;2.0;1.0;Verbal Abuse;101.0;Jinx;0
11569;what u want me to do;enemy;00:41:32;7.0;2.0;1.0;Verbal Abuse;101.0;Jinx;0
11570;ty renek;ally;00:41:40;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11571;or not;ally;00:41:41;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11572;he was low;ally;00:41:47;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11573;u ran in his face;enemy;00:41:49;7.0;2.0;1.0;Verbal Abuse;101.0;Tryndamere;0
11574;he recalled;offender;00:41:51;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11575;i didnt see them;enemy;00:41:58;7.0;2.0;1.0;Verbal Abuse;101.0;Jinx;0
11576;in melee range;enemy;00:42:00;7.0;2.0;1.0;Verbal Abuse;101.0;Tryndamere;0
11577;2min is baron;enemy;00:42:01;7.0;2.0;1.0;Verbal Abuse;101.0;Lee Sin;0
11578;also, we have no wards.;enemy;00:42:03;7.0;2.0;1.0;Verbal Abuse;101.0;Jinx;0
11579;red for me this time;ally;00:42:22;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11580;getting GA;enemy;00:42:27;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11581;gg varus;ally;00:42:55;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11582;jarv baron solo look;ally;00:43:47;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11583;ahaha;ally;00:43:48;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11584;wtf;ally;00:44:01;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11585;look j4;ally;00:44:03;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11586;LOOK AT JARVAN;offender;00:44:04;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11587;WTF!!!!!;offender;00:44:06;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11588;TEAMPLAY BRO;offender;00:44:13;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11589;GO TRYNDA :D;enemy;00:44:13;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;1
11590;you're fuckin reported;offender;00:44:18;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;1
11591;you dick;offender;00:44:20;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;1
11592;rofl;ally;00:44:35;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11593;np he got baron;ally;00:44:51;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11594;best player;ally;00:44:53;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11595;they are fkin flaming me -.-;ally;00:44:57;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11596;yeh wow he got baron;offender;00:45:01;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11597;gg;offender;00:45:02;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11598;haha;offender;00:45:03;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11599;QQ;enemy;00:45:06;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11600;ur carrying xD;enemy;00:45:08;7.0;2.0;1.0;Verbal Abuse;101.0;Lee Sin;0
11601;CARRYING;ally;00:45:14;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11602;CARRYING;ally;00:45:18;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11603;/BAHAHA;offender;00:45:20;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11604;mad?;enemy;00:45:23;7.0;2.0;1.0;Verbal Abuse;101.0;Lee Sin;0
11605;ok;ally;00:45:25;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11606;yes, they are mad;ally;00:45:28;7.0;2.0;1.0;Verbal Abuse;101.0;Jarvan IV;0
11607;he is just too good;ally;00:45:36;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11608;i am not worthy;ally;00:45:42;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11609;i give up man;offender;00:46:00;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11610;no one goes mid;offender;00:46:04;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11611;its me myself and i;offender;00:46:08;7.0;2.0;1.0;Verbal Abuse;101.0;Renekton;0
11612;good first game of the day;ally;00:47:26;7.0;2.0;1.0;Verbal Abuse;101.0;Varus;0
11613;GEGEGMOFOS :p;enemy;00:47:28;7.0;2.0;1.0;Verbal Abuse;101.0;Yasuo;0
11614;gg;enemy;00:47:29;7.0;2.0;1.0;Verbal Abuse;101.0;Lee Sin;0
11615;ok yasyuo;ally;00:47:31;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11616;gg;enemy;00:47:32;7.0;2.0;1.0;Verbal Abuse;101.0;Jinx;0
11617;gg;enemy;00:47:32;7.0;2.0;1.0;Verbal Abuse;101.0;Tryndamere;0
11618;you keep following;ally;00:47:34;7.0;2.0;1.0;Verbal Abuse;101.0;Karma;0
11619;gragas;offender;00:01:18;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11620;if;offender;00:01:19;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11621;renekton mid we switch ok?;offender;00:01:30;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11622;k;ally;00:01:34;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11623;ty;ally;00:02:01;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11624;ty;enemy;00:02:04;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11625;gj;enemy;00:03:26;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11626;n1;enemy;00:03:30;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11627;fuck sry;offender;00:03:34;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11628;wp jinix;offender;00:03:42;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11629;ehh lux*Ã¯Â¿Â½Ã¯Â¿Â½;offender;00:03:45;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11630;klet her jump lol;enemy;00:05:35;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11631;hi;enemy;00:06:02;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11632;hi;ally;00:06:06;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11633;hi ;;;;;;;;;0
11634;that lucker;enemy;00:06:35;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11635;lucky was in cd;enemy;00:06:39;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11636;i know;offender;00:06:44;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11637;thats why i attck ;;;;;;;;;0
11638;sorry;offender;00:07:15;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11639;warded;ally;00:08:00;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11640;kata want blue;ally;00:09:09;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11641;-;offender;00:09:13;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11642;olaf kidding me ?;enemy;00:09:14;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11643;stop taking my farm you push omg;enemy;00:09:26;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11644;hi olaf;offender;00:09:51;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11645;gragas goes warmogs;enemy;00:09:59;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11646;too tanky;enemy;00:10:01;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11647;this lag fuk me;ally;00:10:39;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11648;woops;ally;00:10:47;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11649;gj;offender;00:10:55;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11650;this is gank olaf not yours;enemy;00:10:56;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11651;lee top;enemy;00:11:45;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11652;sorry;offender;00:11:48;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11653;lux;offender;00:12:43;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11654;gg;enemy;00:12:48;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11655;dude you was better at start;offender;00:12:53;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11656;no mana;enemy;00:14:20;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11657;olaf are yo ufucking noob ?;enemy;00:14:42;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11658;kata;enemy;00:15:11;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11659;omg;enemy;00:15:12;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11660;kill her;enemy;00:15:13;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11661;omg;enemy;00:15:19;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11662;wow;enemy;00:15:24;3.0;0.0;1.0;Offensive Language;1010.0;Ezreal;0
11663;that team omg;enemy;00:15:30;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11664;lux relax we are winning anyway;enemy;00:15:45;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11665;please no flames;enemy;00:15:48;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11666;nice ;;;;;;;;;0
11667;i marked like --- times;enemy;00:15:53;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11668;:D;enemy;00:16:44;3.0;0.0;1.0;Offensive Language;1010.0;Ezreal;0
11669;they gank me al lthe time olaf made 0 good ganks;enemy;00:16:48;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11670;just pushing my lane;enemy;00:16:53;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11671;stop cry;enemy;00:17:05;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11672;i won`t you sucks;enemy;00:17:16;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11673;lux got rabba;offender;00:17:36;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11674;ty bot;enemy;00:18:05;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11675;my ulti :(;ally;00:19:02;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11676;olaf kil l more minion and i leave;enemy;00:19:14;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11677;lux you arent even in the lane ^^;enemy;00:19:34;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11678;olaf is so fat;offender;00:19:58;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;1
11679;jinix omg;offender;00:20:19;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11680;why all atack me all the time babysitting me pfff;enemy;00:20:24;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11681;dat luck omfg;enemy;00:20:55;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11682;OMGGGG;offender;00:21:10;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11683;that ult;enemy;00:21:14;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11684;jinx red;ally;00:21:20;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11685;renekton and olaf;offender;00:21:35;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11686;are fat;offender;00:21:37;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11687;its over xD;offender;00:21:42;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11688;XD;offender;00:22:25;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11689;#fat;offender;00:23:00;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11690;renekton;offender;00:23:01;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11691;i told you olaf bye;enemy;00:23:26;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11692;4v1;offender;00:23:32;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11693;PUSH NOOB;enemy;00:23:35;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;1
11694;we needed so long;offender;00:23:37;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11695;Sad;offender;00:23:41;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11696;omfg this lux is noob;enemy;00:23:46;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;1
11697;and my team still doesnt push anything else;enemy;00:23:49;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11698;ez's farm;enemy;00:23:55;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11699;i should have just stayed and fought;enemy;00:23:56;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11700;i wouldve gotten one;enemy;00:24:05;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11701;fight?;offender;00:24:07;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11702;you push all the time noob i lost like 30 farm becasue of you;enemy;00:24:23;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11703;yes fight ^^;enemy;00:24:25;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11704;you can see why i stay afk look olaf;enemy;00:24:38;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11705;all the time farming my midle;enemy;00:24:42;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11706;report lux pls;enemy;00:25:03;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11707;fu ;;;;;;;;;1
11708;atleast we win fights;ally;00:25:28;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11709;becouse;offender;00:25:31;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11710;and push turrets;ally;00:25:34;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11711;they are all time 2;offender;00:25:35;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11712;tower and back;enemy;00:25:36;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11713;and we 5;offender;00:25:37;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11714;i know renek is top;ally;00:25:38;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11715;thats how the throw;ally;00:25:56;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11716;leona rly ?;enemy;00:26:42;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11717;defend me noob so i can atack are yo ustupid ?;enemy;00:26:50;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11718;oh god;enemy;00:26:51;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11719;sry;enemy;00:26:52;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11720;you run before me so they kill me easy n1;enemy;00:27:05;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11721;lux;enemy;00:27:08;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11722;cant belive that;offender;00:27:09;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11723;lux please stop flame;enemy;00:27:12;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11724;how strong they are ;;;;;;;;;0
11725;or i leave;enemy;00:27:15;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11726;i don`t fuckign care;enemy;00:27:41;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11727;learn how to play;enemy;00:27:49;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11728;i say him waht to do i don`t flame;enemy;00:27:57;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11729;nice ulti ;;;;;;;;;0
11730;Nice save on Ez Gragas;ally;00:28:05;3.0;0.0;1.0;Offensive Language;1010.0;Jinx;0
11731;i have freeze on my screen;enemy;00:28:09;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11732;dont dive so deep please olaf;enemy;00:28:22;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11733;OMG;offender;00:28:24;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11734;WTF;enemy;00:28:25;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11735;THEY ARE FAT;offender;00:28:28;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;1
11736;leona save him omg;enemy;00:28:34;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11737;its the beer;ally;00:28:35;3.0;0.0;1.0;Offensive Language;1010.0;Gragas;0
11738;that leona;enemy;00:28:41;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11739;omg;enemy;00:28:45;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11740;SHUT UP;enemy;00:28:48;3.0;0.0;1.0;Offensive Language;1010.0;Leona;1
11741;report lux!;enemy;00:28:57;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11742;I HELP HIM;enemy;00:28:57;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11743;yes lux so toxic report please;enemy;00:29:10;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11744;y pls;enemy;00:29:18;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11745;ke;ally;00:29:20;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11746;i will report her;ally;00:29:26;3.0;0.0;1.0;Offensive Language;1010.0;Lee Sin;0
11747;lux x9;enemy;00:29:29;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11748;ty &lt;;;;;;;;;0
11749;next time come more so i can make fun;enemy;00:29:34;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11750;i def top then we should group mid;enemy;00:29:34;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11751;lux was nice;offender;00:29:36;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11752;as 5;enemy;00:29:36;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11753;ty<3;enemy;00:29:37;3.0;0.0;1.0;Offensive Language;1010.0;Leona;0
11754;on mid;offender;00:29:37;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11755;olaf gganks were great i`m bad and they must report me;enemy;00:29:53;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11756;she flamer kid;enemy;00:29:57;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;1
11757;when you sucks i say what i think;enemy;00:30:09;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11758;learn to play;enemy;00:30:15;3.0;0.0;1.0;Offensive Language;1010.0;Lux;1
11759;renekton there are other lanes too;enemy;00:30:39;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11760;nope renekton;offender;00:30:39;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11761;SOOOOO FAST GUYS;offender;00:31:33;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11762;heal then group;enemy;00:32:25;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11763;What you want 5-8 is not bad ;;;;;;;;;0
11764;for solo player it`s not;enemy;00:33:39;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11765;toghter guys;enemy;00:33:44;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11766;not when they are all alive;enemy;00:33:52;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11767;group 5 people mid;enemy;00:33:58;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11768;LUX;enemy;00:34:18;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11769;come mid;enemy;00:34:24;3.0;0.0;1.0;Offensive Language;1010.0;Renekton;0
11770;omfg;enemy;00:34:25;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
11771;focus ez;offender;00:34:27;3.0;0.0;1.0;Offensive Language;1010.0;Katarina;0
11772;you want to report me and expect me to come;enemy;00:34:32;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11773;lol;enemy;00:34:33;3.0;0.0;1.0;Offensive Language;1010.0;Lux;0
11774;u want lose?;enemy;00:34:40;3.0;0.0;1.0;Offensive Language;1010.0;Olaf;0
